date,temperature_2m
2024-01-01 05:00:00,3.9085
2024-01-01 06:00:00,3.7585
2024-01-01 07:00:00,3.4585001
2024-01-01 08:00:00,3.9085
2024-01-01 09:00:00,4.9084997
2024-01-01 10:00:00,6.3585
2024-01-01 11:00:00,7.2085
2024-01-01 12:00:00,6.3085
2024-01-01 13:00:00,7.4084997
2024-01-01 14:00:00,7.4084997
2024-01-01 15:00:00,6.8085
2024-01-01 16:00:00,6.4084997
2024-01-01 17:00:00,5.7085
2024-01-01 18:00:00,5.1584997
2024-01-01 19:00:00,4.8585
2024-01-01 20:00:00,4.7085
2024-01-01 21:00:00,4.3585
2024-01-01 22:00:00,3.6585
2024-01-01 23:00:00,4.1584997
2024-01-02 00:00:00,4.8085
2024-01-02 01:00:00,4.3585
2024-01-02 02:00:00,3.8085
2024-01-02 03:00:00,2.9585001
2024-01-02 04:00:00,2.6085
2024-01-02 05:00:00,2.5585
2024-01-02 06:00:00,2.5085
2024-01-02 07:00:00,2.7085001
2024-01-02 08:00:00,3.2085001
2024-01-02 09:00:00,4.0585
2024-01-02 10:00:00,4.7085
2024-01-02 11:00:00,4.8585
2024-01-02 12:00:00,4.8085
2024-01-02 13:00:00,4.9585
2024-01-02 14:00:00,4.8585
2024-01-02 15:00:00,4.8585
2024-01-02 16:00:00,4.9585
2024-01-02 17:00:00,5.1085
2024-01-02 18:00:00,5.5084996
2024-01-02 19:00:00,6.3585
2024-01-02 20:00:00,7.0084996
2024-01-02 21:00:00,7.0084996
2024-01-02 22:00:00,7.3085
2024-01-02 23:00:00,7.9585
2024-01-03 00:00:00,8.1085005
2024-01-03 01:00:00,8.2585
2024-01-03 02:00:00,8.5585
2024-01-03 03:00:00,8.408501
2024-01-03 04:00:00,8.9585
2024-01-03 05:00:00,8.7585
2024-01-03 06:00:00,8.6085005
2024-01-03 07:00:00,8.5585
2024-01-03 08:00:00,8.7585
2024-01-03 09:00:00,9.2085
2024-01-03 10:00:00,9.658501
2024-01-03 11:00:00,10.0085
2024-01-03 12:00:00,10.0085
2024-01-03 13:00:00,10.6085005
2024-01-03 14:00:00,10.1085005
2024-01-03 15:00:00,9.2585
2024-01-03 16:00:00,8.8585005
2024-01-03 17:00:00,8.408501
2024-01-03 18:00:00,8.4585
2024-01-03 19:00:00,8.408501
2024-01-03 20:00:00,8.4585
2024-01-03 21:00:00,7.4585
2024-01-03 22:00:00,7.3085
2024-01-03 23:00:00,7.0084996
2024-01-04 00:00:00,7.0585
2024-01-04 01:00:00,7.3085
2024-01-04 02:00:00,7.0585
2024-01-04 03:00:00,7.1085
2024-01-04 04:00:00,7.2085
2024-01-04 05:00:00,7.1085
2024-01-04 06:00:00,7.0084996
2024-01-04 07:00:00,6.4084997
2024-01-04 08:00:00,5.5084996
2024-01-04 09:00:00,4.7584996
2024-01-04 10:00:00,4.1584997
2024-01-04 11:00:00,3.6585
2024-01-04 12:00:00,3.3085
2024-01-04 13:00:00,2.5085
2024-01-04 14:00:00,2.5085
2024-01-04 15:00:00,2.1585
2024-01-04 16:00:00,1.6085
2024-01-04 17:00:00,1.1085
2024-01-04 18:00:00,0.5085
2024-01-04 19:00:00,-0.2915
2024-01-04 20:00:00,-2.1915
2024-01-04 21:00:00,-0.99149996
2024-01-04 22:00:00,-0.19150001
2024-01-04 23:00:00,-0.6415
2024-01-05 00:00:00,-0.3915
2024-01-05 01:00:00,0.2585
2024-01-05 02:00:00,0.2585
2024-01-05 03:00:00,0.3585
2024-01-05 04:00:00,0.3585
2024-01-05 05:00:00,0.4085
2024-01-05 06:00:00,0.4585
2024-01-05 07:00:00,0.5085
2024-01-05 08:00:00,0.5085
2024-01-05 09:00:00,0.5585
2024-01-05 10:00:00,0.6585
2024-01-05 11:00:00,0.4085
2024-01-05 12:00:00,0.2085
2024-01-05 13:00:00,0.4585
2024-01-05 14:00:00,0.5085
2024-01-05 15:00:00,0.3585
2024-01-05 16:00:00,0.3585
2024-01-05 17:00:00,0.5585
2024-01-05 18:00:00,0.8085
2024-01-05 19:00:00,0.8585
2024-01-05 20:00:00,0.9085
2024-01-05 21:00:00,0.5585
2024-01-05 22:00:00,0.8085
2024-01-05 23:00:00,0.95849997
2024-01-06 00:00:00,1.0085
2024-01-06 01:00:00,0.0585
2024-01-06 02:00:00,-0.3415
2024-01-06 03:00:00,-0.49150002
2024-01-06 04:00:00,-0.2915
2024-01-06 05:00:00,0.008499999
2024-01-06 06:00:00,0.3085
2024-01-06 07:00:00,0.3085
2024-01-06 08:00:00,0.2585
2024-01-06 09:00:00,0.2085
2024-01-06 10:00:00,0.108500004
2024-01-06 11:00:00,0.008499999
2024-01-06 12:00:00,-0.041500002
2024-01-06 13:00:00,-0.5915
2024-01-06 14:00:00,-0.8415
2024-01-06 15:00:00,-1.1415
2024-01-06 16:00:00,-1.2414999
2024-01-06 17:00:00,-1.2414999
2024-01-06 18:00:00,-1.2414999
2024-01-06 19:00:00,-1.3414999
2024-01-06 20:00:00,-1.4914999
2024-01-06 21:00:00,-1.6915
2024-01-06 22:00:00,-1.7915
2024-01-06 23:00:00,-1.7915
2024-01-07 00:00:00,-1.9914999
2024-01-07 01:00:00,-2.2914999
