date,temperature_2m
2024-01-19 05:00:00,-2.8915
2024-01-19 06:00:00,-2.5915
2024-01-19 07:00:00,-2.4915
2024-01-19 08:00:00,-1.9914999
2024-01-19 09:00:00,-0.9415
2024-01-19 10:00:00,0.5085
2024-01-19 11:00:00,1.1585001
2024-01-19 12:00:00,1.6585001
2024-01-19 13:00:00,1.8585
2024-01-19 14:00:00,1.5585
2024-01-19 15:00:00,0.6085
2024-01-19 16:00:00,0.3085
2024-01-19 17:00:00,0.6585
2024-01-19 18:00:00,0.2585
2024-01-19 19:00:00,-0.8415
2024-01-19 20:00:00,-1.1415
2024-01-19 21:00:00,-1.1915
2024-01-19 22:00:00,-0.79150003
2024-01-19 23:00:00,-0.6915
2024-01-20 00:00:00,-1.0415
2024-01-20 01:00:00,-0.8415
2024-01-20 02:00:00,-0.09150001
2024-01-20 03:00:00,0.108500004
2024-01-20 04:00:00,0.3085
