date,temperature_2m
2024-01-04 05:00:00,7.1085
2024-01-04 06:00:00,7.0084996
2024-01-04 07:00:00,6.4084997
2024-01-04 08:00:00,5.5084996
2024-01-04 09:00:00,4.7584996
2024-01-04 10:00:00,4.1584997
2024-01-04 11:00:00,3.6585
2024-01-04 12:00:00,3.3085
2024-01-04 13:00:00,2.5085
2024-01-04 14:00:00,2.5085
2024-01-04 15:00:00,2.1585
2024-01-04 16:00:00,1.6085
2024-01-04 17:00:00,1.1085
2024-01-04 18:00:00,0.5085
2024-01-04 19:00:00,-0.2915
2024-01-04 20:00:00,-2.1915
2024-01-04 21:00:00,-0.99149996
2024-01-04 22:00:00,-0.19150001
2024-01-04 23:00:00,-0.6415
2024-01-05 00:00:00,-0.3915
2024-01-05 01:00:00,0.2585
2024-01-05 02:00:00,0.2585
2024-01-05 03:00:00,0.3585
2024-01-05 04:00:00,0.3585
