date,temperature_2m
2024-01-11 05:00:00,-4.1915
2024-01-11 06:00:00,-3.8915
2024-01-11 07:00:00,-3.7914999
2024-01-11 08:00:00,-3.5414999
2024-01-11 09:00:00,-2.5414999
2024-01-11 10:00:00,-1.6915
2024-01-11 11:00:00,-1.0415
2024-01-11 12:00:00,-0.6915
2024-01-11 13:00:00,-1.3414999
2024-01-11 14:00:00,-1.5914999
2024-01-11 15:00:00,-1.3915
2024-01-11 16:00:00,-1.0914999
2024-01-11 17:00:00,-0.6415
2024-01-11 18:00:00,-0.2915
2024-01-11 19:00:00,-0.19150001
2024-01-11 20:00:00,-0.19150001
2024-01-11 21:00:00,-0.24150002
2024-01-11 22:00:00,-0.3415
2024-01-11 23:00:00,-0.4415
2024-01-12 00:00:00,-1.5914999
2024-01-12 01:00:00,-0.54150003
2024-01-12 02:00:00,-0.7415
2024-01-12 03:00:00,-1.0415
2024-01-12 04:00:00,-0.6915
