date,temperature_2m
2024-01-21 05:00:00,-4.0415
2024-01-21 06:00:00,-4.2915
2024-01-21 07:00:00,-3.7415
2024-01-21 08:00:00,-2.6415
2024-01-21 09:00:00,-1.2915
2024-01-21 10:00:00,0.3585
2024-01-21 11:00:00,0.5085
2024-01-21 12:00:00,1.4085001
2024-01-21 13:00:00,2.2585
2024-01-21 14:00:00,3.0585
2024-01-21 15:00:00,2.6585
2024-01-21 16:00:00,0.8585
2024-01-21 17:00:00,1.2085
2024-01-21 18:00:00,1.7085
2024-01-21 19:00:00,1.9085001
2024-01-21 20:00:00,1.6085
2024-01-21 21:00:00,1.2085
2024-01-21 22:00:00,1.0585
2024-01-21 23:00:00,1.0585
2024-01-22 00:00:00,1.8085
2024-01-22 01:00:00,2.5585
2024-01-22 02:00:00,3.2085001
2024-01-22 03:00:00,4.0085
2024-01-22 04:00:00,4.6584997
