date,temperature_2m
2024-01-16 05:00:00,-1.6415
2024-01-16 06:00:00,-1.4914999
2024-01-16 07:00:00,-1.4415
2024-01-16 08:00:00,-1.5914999
2024-01-16 09:00:00,-1.4415
2024-01-16 10:00:00,-0.54150003
2024-01-16 11:00:00,0.0585
2024-01-16 12:00:00,0.6085
2024-01-16 13:00:00,1.1085
2024-01-16 14:00:00,1.0085
2024-01-16 15:00:00,0.5085
2024-01-16 16:00:00,-0.19150001
2024-01-16 17:00:00,-0.5915
2024-01-16 18:00:00,-1.1415
2024-01-16 19:00:00,-1.7414999
2024-01-16 20:00:00,-1.9415
2024-01-16 21:00:00,-1.5415
2024-01-16 22:00:00,-2.2415
2024-01-16 23:00:00,-3.5915
2024-01-17 00:00:00,-3.9915001
2024-01-17 01:00:00,-3.7415
2024-01-17 02:00:00,-3.9415
2024-01-17 03:00:00,-3.9415
2024-01-17 04:00:00,-3.9415
