date,temperature_2m
2024-01-03 05:00:00,8.7585
2024-01-03 06:00:00,8.6085005
2024-01-03 07:00:00,8.5585
2024-01-03 08:00:00,8.7585
2024-01-03 09:00:00,9.2085
2024-01-03 10:00:00,9.658501
2024-01-03 11:00:00,10.0085
2024-01-03 12:00:00,10.0085
2024-01-03 13:00:00,10.6085005
2024-01-03 14:00:00,10.1085005
2024-01-03 15:00:00,9.2585
2024-01-03 16:00:00,8.8585005
2024-01-03 17:00:00,8.408501
2024-01-03 18:00:00,8.4585
2024-01-03 19:00:00,8.408501
2024-01-03 20:00:00,8.4585
2024-01-03 21:00:00,7.4585
2024-01-03 22:00:00,7.3085
2024-01-03 23:00:00,7.0084996
2024-01-04 00:00:00,7.0585
2024-01-04 01:00:00,7.3085
2024-01-04 02:00:00,7.0585
2024-01-04 03:00:00,7.1085
2024-01-04 04:00:00,7.2085
