date,temperature_2m
2024-01-02 05:00:00+00:00,2.5585
2024-01-02 06:00:00+00:00,2.5085
2024-01-02 07:00:00+00:00,2.7085001
2024-01-02 08:00:00+00:00,3.2085001
2024-01-02 09:00:00+00:00,4.0585
2024-01-02 10:00:00+00:00,4.7085
2024-01-02 11:00:00+00:00,4.8585
2024-01-02 12:00:00+00:00,4.8085
2024-01-02 13:00:00+00:00,4.9585
2024-01-02 14:00:00+00:00,4.8585
2024-01-02 15:00:00+00:00,4.8585
2024-01-02 16:00:00+00:00,4.9585
2024-01-02 17:00:00+00:00,5.1085
2024-01-02 18:00:00+00:00,5.5084996
2024-01-02 19:00:00+00:00,6.3585
2024-01-02 20:00:00+00:00,7.0084996
2024-01-02 21:00:00+00:00,7.0084996
2024-01-02 22:00:00+00:00,7.3085
2024-01-02 23:00:00+00:00,7.9585
2024-01-03 00:00:00+00:00,8.1085005
2024-01-03 01:00:00+00:00,8.2585
2024-01-03 02:00:00+00:00,8.5585
2024-01-03 03:00:00+00:00,8.408501
2024-01-03 04:00:00+00:00,8.9585
