date,temperature_2m
2023-12-01 05:00:00+00:00,-7.2915
2023-12-01 06:00:00+00:00,-6.7915
2023-12-01 07:00:00+00:00,-7.3915
2023-12-01 08:00:00+00:00,-7.6915
2023-12-01 09:00:00+00:00,-6.7915
2023-12-01 10:00:00+00:00,-5.6415
2023-12-01 11:00:00+00:00,-4.1915
2023-12-01 12:00:00+00:00,-3.9415
2023-12-01 13:00:00+00:00,-4.0415
2023-12-01 14:00:00+00:00,-2.8415
2023-12-01 15:00:00+00:00,-5.5415
2023-12-01 16:00:00+00:00,-6.3415003
2023-12-01 17:00:00+00:00,-6.0415
2023-12-01 18:00:00+00:00,-4.6915
2023-12-01 19:00:00+00:00,-3.6915
2023-12-01 20:00:00+00:00,-3.5414999
2023-12-01 21:00:00+00:00,-3.0414999
2023-12-01 22:00:00+00:00,-3.6915
2023-12-01 23:00:00+00:00,-3.5414999
2023-12-02 00:00:00+00:00,-3.4415
2023-12-02 01:00:00+00:00,-4.6415
2023-12-02 02:00:00+00:00,-4.3915
2023-12-02 03:00:00+00:00,-4.3415003
2023-12-02 04:00:00+00:00,-3.9915001
