date,temperature_2m
2024-01-08 05:00:00,-9.1414995
2024-01-08 06:00:00,-9.0415
2024-01-08 07:00:00,-8.841499
2024-01-08 08:00:00,-8.2915
2024-01-08 09:00:00,-7.2415004
2024-01-08 10:00:00,-6.1915
2024-01-08 11:00:00,-5.2915
2024-01-08 12:00:00,-4.5415
2024-01-08 13:00:00,-3.8415
2024-01-08 14:00:00,-4.0915003
2024-01-08 15:00:00,-5.1915
2024-01-08 16:00:00,-5.9415
2024-01-08 17:00:00,-6.3915
2024-01-08 18:00:00,-6.5915003
2024-01-08 19:00:00,-6.7415004
2024-01-08 20:00:00,-6.9915004
2024-01-08 21:00:00,-7.2415004
2024-01-08 22:00:00,-7.5915003
2024-01-08 23:00:00,-7.9415
2024-01-09 00:00:00,-8.2415
2024-01-09 01:00:00,-8.8914995
2024-01-09 02:00:00,-9.2915
2024-01-09 03:00:00,-9.6414995
2024-01-09 04:00:00,-9.8914995
