date,temperature_2m
2024-01-20 05:00:00,0.4585
2024-01-20 06:00:00,0.3585
2024-01-20 07:00:00,0.0585
2024-01-20 08:00:00,0.3585
2024-01-20 09:00:00,0.8085
2024-01-20 10:00:00,1.6585001
2024-01-20 11:00:00,2.2585
2024-01-20 12:00:00,2.6585
2024-01-20 13:00:00,3.0585
2024-01-20 14:00:00,2.9585001
2024-01-20 15:00:00,2.0585
2024-01-20 16:00:00,1.3585
2024-01-20 17:00:00,1.7085
2024-01-20 18:00:00,1.0585
2024-01-20 19:00:00,0.1585
2024-01-20 20:00:00,-0.79150003
2024-01-20 21:00:00,-1.5914999
2024-01-20 22:00:00,-2.4415
2024-01-20 23:00:00,-3.2415
2024-01-21 00:00:00,-4.0915003
2024-01-21 01:00:00,-4.6415
2024-01-21 02:00:00,-4.7915
2024-01-21 03:00:00,-4.1415
2024-01-21 04:00:00,-3.7914999
