date,temperature_2m
2024-01-22 05:00:00,5.1584997
2024-01-22 06:00:00,5.5585
2024-01-22 07:00:00,5.7584996
2024-01-22 08:00:00,6.1085
2024-01-22 09:00:00,5.8585
2024-01-22 10:00:00,6.4585
2024-01-22 11:00:00,7.1584997
2024-01-22 12:00:00,8.408501
2024-01-22 13:00:00,8.4585
2024-01-22 14:00:00,8.8585005
2024-01-22 15:00:00,8.5585
2024-01-22 16:00:00,8.2585
2024-01-22 17:00:00,7.2584996
2024-01-22 18:00:00,6.5585
2024-01-22 19:00:00,5.7584996
2024-01-22 20:00:00,5.1584997
2024-01-22 21:00:00,4.7584996
2024-01-22 22:00:00,4.3085
2024-01-22 23:00:00,3.9585001
2024-01-23 00:00:00,3.9585001
2024-01-23 01:00:00,4.4585
2024-01-23 02:00:00,4.2584996
2024-01-23 03:00:00,3.7085001
2024-01-23 04:00:00,3.7585
