date,temperature_2m
2024-01-29 05:00:00,-0.1415
2024-01-29 06:00:00,-0.041500002
2024-01-29 07:00:00,0.3085
2024-01-29 08:00:00,1.5085001
2024-01-29 09:00:00,3.5585
2024-01-29 10:00:00,5.3585
2024-01-29 11:00:00,7.0585
2024-01-29 12:00:00,7.9084997
2024-01-29 13:00:00,8.158501
2024-01-29 14:00:00,8.2585
2024-01-29 15:00:00,6.9585
2024-01-29 16:00:00,5.2085
2024-01-29 17:00:00,4.2584996
2024-01-29 18:00:00,4.1085
2024-01-29 19:00:00,3.4085
2024-01-29 20:00:00,2.6085
2024-01-29 21:00:00,2.3085
2024-01-29 22:00:00,2.0085
2024-01-29 23:00:00,1.4585
2024-01-30 00:00:00,1.1585001
2024-01-30 01:00:00,1.0585
2024-01-30 02:00:00,0.8585
2024-01-30 03:00:00,1.0085
2024-01-30 04:00:00,1.0085
