date,temperature_2m
2024-01-12 05:00:00,-0.6915
2024-01-12 06:00:00,-0.99149996
2024-01-12 07:00:00,-0.8415
2024-01-12 08:00:00,-0.6415
2024-01-12 09:00:00,-0.6415
2024-01-12 10:00:00,-0.3915
2024-01-12 11:00:00,-0.2915
2024-01-12 12:00:00,-0.09150001
2024-01-12 13:00:00,-1.0415
2024-01-12 14:00:00,-0.79150003
2024-01-12 15:00:00,-0.79150003
2024-01-12 16:00:00,-0.9415
2024-01-12 17:00:00,-0.8415
2024-01-12 18:00:00,-0.49150002
2024-01-12 19:00:00,-0.2915
2024-01-12 20:00:00,0.108500004
2024-01-12 21:00:00,0.4585
2024-01-12 22:00:00,0.6085
2024-01-12 23:00:00,0.6085
2024-01-13 00:00:00,0.5585
2024-01-13 01:00:00,0.8585
2024-01-13 02:00:00,1.2085
2024-01-13 03:00:00,1.2585001
2024-01-13 04:00:00,1.4085001
