date,temperature_2m
2024-01-26 05:00:00,2.6585
2024-01-26 06:00:00,2.5585
2024-01-26 07:00:00,2.1585
2024-01-26 08:00:00,2.4085
2024-01-26 09:00:00,3.6585
2024-01-26 10:00:00,6.4084997
2024-01-26 11:00:00,8.658501
2024-01-26 12:00:00,8.658501
2024-01-26 13:00:00,8.0085
2024-01-26 14:00:00,8.658501
2024-01-26 15:00:00,9.1085005
2024-01-26 16:00:00,8.1085005
2024-01-26 17:00:00,6.9585
2024-01-26 18:00:00,6.5585
2024-01-26 19:00:00,5.5585
2024-01-26 20:00:00,4.9084997
2024-01-26 21:00:00,4.6085
2024-01-26 22:00:00,3.9585001
2024-01-26 23:00:00,3.5585
2024-01-27 00:00:00,3.5085
2024-01-27 01:00:00,4.2584996
2024-01-27 02:00:00,3.9085
2024-01-27 03:00:00,3.1085
2024-01-27 04:00:00,2.9585001
