date,temperature_2m
2024-01-15 05:00:00,1.3085
2024-01-15 06:00:00,1.3085
2024-01-15 07:00:00,1.3585
2024-01-15 08:00:00,1.0085
2024-01-15 09:00:00,1.5585
2024-01-15 10:00:00,1.9585
2024-01-15 11:00:00,2.1085
2024-01-15 12:00:00,2.2585
2024-01-15 13:00:00,2.0085
2024-01-15 14:00:00,1.8585
2024-01-15 15:00:00,1.0585
2024-01-15 16:00:00,1.0585
2024-01-15 17:00:00,0.7585
2024-01-15 18:00:00,0.2585
2024-01-15 19:00:00,-0.3415
2024-01-15 20:00:00,-1.2414999
2024-01-15 21:00:00,-2.1415
2024-01-15 22:00:00,-4.1915
2024-01-15 23:00:00,-2.7415
2024-01-16 00:00:00,-1.7414999
2024-01-16 01:00:00,-1.4415
2024-01-16 02:00:00,-1.3915
2024-01-16 03:00:00,-1.4914999
2024-01-16 04:00:00,-1.5415
