date,temperature_2m
2024-01-05 05:00:00,0.4085
2024-01-05 06:00:00,0.4585
2024-01-05 07:00:00,0.5085
2024-01-05 08:00:00,0.5085
2024-01-05 09:00:00,0.5585
2024-01-05 10:00:00,0.6585
2024-01-05 11:00:00,0.4085
2024-01-05 12:00:00,0.2085
2024-01-05 13:00:00,0.4585
2024-01-05 14:00:00,0.5085
2024-01-05 15:00:00,0.3585
2024-01-05 16:00:00,0.3585
2024-01-05 17:00:00,0.5585
2024-01-05 18:00:00,0.8085
2024-01-05 19:00:00,0.8585
2024-01-05 20:00:00,0.9085
2024-01-05 21:00:00,0.5585
2024-01-05 22:00:00,0.8085
2024-01-05 23:00:00,0.95849997
2024-01-06 00:00:00,1.0085
2024-01-06 01:00:00,0.0585
2024-01-06 02:00:00,-0.3415
2024-01-06 03:00:00,-0.49150002
2024-01-06 04:00:00,-0.2915
