date,temperature_2m
2024-01-06 05:00:00,0.008499999
2024-01-06 06:00:00,0.3085
2024-01-06 07:00:00,0.3085
2024-01-06 08:00:00,0.2585
2024-01-06 09:00:00,0.2085
2024-01-06 10:00:00,0.108500004
2024-01-06 11:00:00,0.008499999
2024-01-06 12:00:00,-0.041500002
2024-01-06 13:00:00,-0.5915
2024-01-06 14:00:00,-0.8415
2024-01-06 15:00:00,-1.1415
2024-01-06 16:00:00,-1.2414999
2024-01-06 17:00:00,-1.2414999
2024-01-06 18:00:00,-1.2414999
2024-01-06 19:00:00,-1.3414999
2024-01-06 20:00:00,-1.4914999
2024-01-06 21:00:00,-1.6915
2024-01-06 22:00:00,-1.7915
2024-01-06 23:00:00,-1.7915
2024-01-07 00:00:00,-1.9914999
2024-01-07 01:00:00,-2.2914999
2024-01-07 02:00:00,-2.6415
2024-01-07 03:00:00,-2.9415
2024-01-07 04:00:00,-3.4415
