date,temperature_2m
2023-12-02 05:00:00+00:00,-3.9415
2023-12-02 06:00:00+00:00,-3.9415
2023-12-02 07:00:00+00:00,-4.1915
2023-12-02 08:00:00+00:00,-4.2915
2023-12-02 09:00:00+00:00,-3.9915001
2023-12-02 10:00:00+00:00,-3.5414999
2023-12-02 11:00:00+00:00,-3.2914999
2023-12-02 12:00:00+00:00,-3.1415
2023-12-02 13:00:00+00:00,-3.1915
2023-12-02 14:00:00+00:00,-3.0915
2023-12-02 15:00:00+00:00,-3.0915
2023-12-02 16:00:00+00:00,-3.0915
2023-12-02 17:00:00+00:00,-2.9915
2023-12-02 18:00:00+00:00,-2.6915
2023-12-02 19:00:00+00:00,-2.3415
2023-12-02 20:00:00+00:00,-2.0414999
2023-12-02 21:00:00+00:00,-1.8414999
2023-12-02 22:00:00+00:00,-1.7414999
2023-12-02 23:00:00+00:00,-1.8414999
2023-12-03 00:00:00+00:00,-1.9914999
2023-12-03 01:00:00+00:00,-2.0414999
2023-12-03 02:00:00+00:00,-2.4415
2023-12-03 03:00:00+00:00,-2.4915
2023-12-03 04:00:00+00:00,-2.4915
2023-12-03 05:00:00+00:00,-2.9915
2023-12-03 06:00:00+00:00,-3.6415
2023-12-03 07:00:00+00:00,-3.9915001
2023-12-03 08:00:00+00:00,-4.2415004
2023-12-03 09:00:00+00:00,-3.1415
2023-12-03 10:00:00+00:00,-2.0915
2023-12-03 11:00:00+00:00,-1.3915
2023-12-03 12:00:00+00:00,-0.99149996
2023-12-03 13:00:00+00:00,-0.9415
2023-12-03 14:00:00+00:00,-1.7915
2023-12-03 15:00:00+00:00,-3.3415
2023-12-03 16:00:00+00:00,-5.5415
2023-12-03 17:00:00+00:00,-5.4915004
2023-12-03 18:00:00+00:00,-4.2415004
2023-12-03 19:00:00+00:00,-3.4915
2023-12-03 20:00:00+00:00,-2.6415
2023-12-03 21:00:00+00:00,-2.5915
2023-12-03 22:00:00+00:00,-2.2914999
2023-12-03 23:00:00+00:00,-2.6415
2023-12-04 00:00:00+00:00,-2.8915
2023-12-04 01:00:00+00:00,-3.8915
2023-12-04 02:00:00+00:00,-3.3915
2023-12-04 03:00:00+00:00,-3.8915
2023-12-04 04:00:00+00:00,-4.5415
2023-12-04 05:00:00+00:00,-4.7415004
2023-12-04 06:00:00+00:00,-4.9415
2023-12-04 07:00:00+00:00,-5.0915003
2023-12-04 08:00:00+00:00,-3.9415
2023-12-04 09:00:00+00:00,-3.2415
2023-12-04 10:00:00+00:00,-2.2914999
2023-12-04 11:00:00+00:00,-1.4914999
2023-12-04 12:00:00+00:00,-0.79150003
2023-12-04 13:00:00+00:00,-1.6415
2023-12-04 14:00:00+00:00,-1.8915
2023-12-04 15:00:00+00:00,-2.2415
2023-12-04 16:00:00+00:00,-2.0915
2023-12-04 17:00:00+00:00,-1.9914999
2023-12-04 18:00:00+00:00,-2.0414999
2023-12-04 19:00:00+00:00,-2.2415
2023-12-04 20:00:00+00:00,-2.4915
2023-12-04 21:00:00+00:00,-2.8415
2023-12-04 22:00:00+00:00,-2.6915
2023-12-04 23:00:00+00:00,-2.6915
2023-12-05 00:00:00+00:00,-3.4415
2023-12-05 01:00:00+00:00,-3.4915
2023-12-05 02:00:00+00:00,-2.7415
2023-12-05 03:00:00+00:00,-2.3915
2023-12-05 04:00:00+00:00,-2.0414999
2023-12-05 05:00:00+00:00,-2.0414999
2023-12-05 06:00:00+00:00,-2.0414999
2023-12-05 07:00:00+00:00,-1.9914999
2023-12-05 08:00:00+00:00,-1.7915
2023-12-05 09:00:00+00:00,-1.4914999
2023-12-05 10:00:00+00:00,-1.0914999
2023-12-05 11:00:00+00:00,-0.8415
2023-12-05 12:00:00+00:00,-0.8915
2023-12-05 13:00:00+00:00,-0.9415
2023-12-05 14:00:00+00:00,-0.79150003
