date,temperature_2m
2024-01-24 05:00:00,9.158501
2024-01-24 06:00:00,9.908501
2024-01-24 07:00:00,10.408501
2024-01-24 08:00:00,10.0585
2024-01-24 09:00:00,9.4585
2024-01-24 10:00:00,9.7085
2024-01-24 11:00:00,9.4585
2024-01-24 12:00:00,9.7585
2024-01-24 13:00:00,9.9585
2024-01-24 14:00:00,9.7585
2024-01-24 15:00:00,9.3085
2024-01-24 16:00:00,8.3585005
2024-01-24 17:00:00,7.8085
2024-01-24 18:00:00,7.5585
2024-01-24 19:00:00,7.1085
2024-01-24 20:00:00,6.9084997
2024-01-24 21:00:00,6.9084997
2024-01-24 22:00:00,7.1584997
2024-01-24 23:00:00,6.5084996
2024-01-25 00:00:00,6.0084996
2024-01-25 01:00:00,7.2085
2024-01-25 02:00:00,7.0585
2024-01-25 03:00:00,6.0585
2024-01-25 04:00:00,6.4084997
