date,temperature_2m
2024-01-30 05:00:00+00:00,1.0585
2024-01-30 06:00:00+00:00,1.3085
2024-01-30 07:00:00+00:00,1.4585
2024-01-30 08:00:00+00:00,2.5085
2024-01-30 09:00:00+00:00,3.9585001
2024-01-30 10:00:00+00:00,5.5084996
2024-01-30 11:00:00+00:00,6.8585
2024-01-30 12:00:00+00:00,7.5585
2024-01-30 13:00:00+00:00,7.9585
2024-01-30 14:00:00+00:00,8.3085
2024-01-30 15:00:00+00:00,7.4585
2024-01-30 16:00:00+00:00,6.2584996
2024-01-30 17:00:00+00:00,5.9585
2024-01-30 18:00:00+00:00,5.9084997
2024-01-30 19:00:00+00:00,5.9084997
2024-01-30 20:00:00+00:00,6.3085
2024-01-30 21:00:00+00:00,6.5585
2024-01-30 22:00:00+00:00,6.8585
2024-01-30 23:00:00+00:00,6.6584997
2024-01-31 00:00:00+00:00,6.3585
2024-01-31 01:00:00+00:00,6.5084996
2024-01-31 02:00:00+00:00,7.1584997
2024-01-31 03:00:00+00:00,7.6085
2024-01-31 04:00:00+00:00,7.2584996
