period,subba,subba-name,parent,parent-name,value,value-units
2022-08-28T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1878,megawatthours
2022-08-28T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1218,megawatthours
2022-08-28T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2011,megawatthours
2022-08-28T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,663,megawatthours
2022-08-28T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,973,megawatthours
2022-08-28T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1705,megawatthours
2022-08-28T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1566,megawatthours
2022-08-28T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,492,megawatthours
2022-08-28T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,966,megawatthours
2022-08-28T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,7443,megawatthours
2022-08-28T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,3778,megawatthours
2022-08-27T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1953,megawatthours
2022-08-27T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1227,megawatthours
2022-08-27T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2044,megawatthours
2022-08-27T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,667,megawatthours
2022-08-27T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,966,megawatthours
2022-08-27T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1728,megawatthours
2022-08-27T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1636,megawatthours
2022-08-27T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,525,megawatthours
2022-08-27T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,996,megawatthours
2022-08-27T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,7608,megawatthours
2022-08-27T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4014,megawatthours
2022-08-27T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1960,megawatthours
2022-08-27T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1174,megawatthours
2022-08-27T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1974,megawatthours
2022-08-27T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,660,megawatthours
2022-08-27T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,909,megawatthours
