period,subba,subba-name,parent,parent-name,value,value-units
2022-08-30T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,2050,megawatthours
2022-08-30T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1653,megawatthours
2022-08-30T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2549,megawatthours
2022-08-30T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,717,megawatthours
2022-08-30T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1277,megawatthours
2022-08-30T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,2159,megawatthours
2022-08-30T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1861,megawatthours
2022-08-30T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,556,megawatthours
2022-08-30T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,1042,megawatthours
2022-08-30T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,8344,megawatthours
2022-08-30T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4075,megawatthours
2022-08-29T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,2100,megawatthours
2022-08-29T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1710,megawatthours
2022-08-29T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2599,megawatthours
2022-08-29T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,710,megawatthours
2022-08-29T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1292,megawatthours
2022-08-29T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,2221,megawatthours
2022-08-29T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1933,megawatthours
2022-08-29T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,579,megawatthours
2022-08-29T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,1102,megawatthours
2022-08-29T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,8633,megawatthours
2022-08-29T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4291,megawatthours
2022-08-29T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,2106,megawatthours
2022-08-29T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1791,megawatthours
2022-08-29T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2591,megawatthours
2022-08-29T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,723,megawatthours
2022-08-29T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1238,megawatthours
2022-08-29T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,2196,megawatthours
2022-08-29T22,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1931,megawatthours
2022-08-29T22,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,594,megawatthours
2022-08-29T22,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,1151,megawatthours
2022-08-29T22,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,9035,megawatthours
2022-08-29T22,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4415,megawatthours
2022-08-29T21,ZONA,West - NYIS,NYIS,New York Independent System Operator,2187,megawatthours
2022-08-29T21,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1901,megawatthours
2022-08-29T21,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2552,megawatthours
2022-08-29T21,ZOND,North - NYIS,NYIS,New York Independent System Operator,713,megawatthours
