period,subba,subba-name,parent,parent-name,value,value-units
2024-03-13T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1821,megawatthours
2024-03-13T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1116,megawatthours
2024-03-13T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1744,megawatthours
2024-03-13T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,672,megawatthours
2024-03-13T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,872,megawatthours
2024-03-13T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1338,megawatthours
2024-03-13T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1100,megawatthours
2024-03-13T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,309,megawatthours
2024-03-13T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,632,megawatthours
2024-03-13T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5521,megawatthours
2024-03-13T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2237,megawatthours
2024-03-12T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1744,megawatthours
2024-03-12T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1043,megawatthours
2024-03-12T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1662,megawatthours
2024-03-12T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,660,megawatthours
2024-03-12T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,798,megawatthours
2024-03-12T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1272,megawatthours
2024-03-12T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1028,megawatthours
2024-03-12T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,295,megawatthours
2024-03-12T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,613,megawatthours
2024-03-12T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5499,megawatthours
2024-03-12T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2111,megawatthours
2024-03-12T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1660,megawatthours
2024-03-12T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,917,megawatthours
2024-03-12T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1463,megawatthours
2024-03-12T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,642,megawatthours
2024-03-12T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,653,megawatthours
2024-03-12T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1125,megawatthours
2024-03-12T22,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,899,megawatthours
2024-03-12T22,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,275,megawatthours
2024-03-12T22,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,594,megawatthours
2024-03-12T22,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5550,megawatthours
2024-03-12T22,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1920,megawatthours
2024-03-12T21,ZONA,West - NYIS,NYIS,New York Independent System Operator,1561,megawatthours
2024-03-12T21,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,795,megawatthours
2024-03-12T21,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1294,megawatthours
2024-03-12T21,ZOND,North - NYIS,NYIS,New York Independent System Operator,623,megawatthours
2024-03-12T21,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,546,megawatthours
2024-03-12T21,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,954,megawatthours
2024-03-12T21,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,755,megawatthours
2024-03-12T21,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,260,megawatthours
2024-03-12T21,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,562,megawatthours
2024-03-12T21,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5502,megawatthours
2024-03-12T21,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1724,megawatthours
2024-03-12T20,ZONA,West - NYIS,NYIS,New York Independent System Operator,1526,megawatthours
2024-03-12T20,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,762,megawatthours
2024-03-12T20,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1234,megawatthours
2024-03-12T20,ZOND,North - NYIS,NYIS,New York Independent System Operator,616,megawatthours
2024-03-12T20,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,502,megawatthours
2024-03-12T20,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,865,megawatthours
2024-03-12T20,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,657,megawatthours
2024-03-12T20,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,242,megawatthours
2024-03-12T20,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,542,megawatthours
2024-03-12T20,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5437,megawatthours
2024-03-12T20,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1584,megawatthours
2024-03-12T19,ZONA,West - NYIS,NYIS,New York Independent System Operator,1526,megawatthours
2024-03-12T19,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,767,megawatthours
2024-03-12T19,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1244,megawatthours
2024-03-12T19,ZOND,North - NYIS,NYIS,New York Independent System Operator,640,megawatthours
2024-03-12T19,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,506,megawatthours
2024-03-12T19,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,844,megawatthours
2024-03-12T19,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,629,megawatthours
2024-03-12T19,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,238,megawatthours
2024-03-12T19,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,530,megawatthours
2024-03-12T19,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5426,megawatthours
2024-03-12T19,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1515,megawatthours
