period,subba,subba-name,parent,parent-name,value,value-units
2025-01-01T00,ZONA,West,NYIS,New York Independent System Operator,1866,megawatthours
2025-01-01T00,ZONB,Genesee,NYIS,New York Independent System Operator,1178,megawatthours
2025-01-01T00,ZONC,Central,NYIS,New York Independent System Operator,1798,megawatthours
2025-01-01T00,ZOND,North,NYIS,New York Independent System Operator,627,megawatthours
2025-01-01T00,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,1020,megawatthours
2025-01-01T00,ZONF,Capital,NYIS,New York Independent System Operator,1490,megawatthours
2025-01-01T00,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1216,megawatthours
2025-01-01T00,ZONH,Millwood,NYIS,New York Independent System Operator,344,megawatthours
2025-01-01T00,ZONI,Dunwoodie,NYIS,New York Independent System Operator,721,megawatthours
2025-01-01T00,ZONJ,New York City,NYIS,New York Independent System Operator,5770,megawatthours
2025-01-01T00,ZONK,Long Island,NYIS,New York Independent System Operator,2494,megawatthours
2024-12-31T23,ZONA,West,NYIS,New York Independent System Operator,1888,megawatthours
2024-12-31T23,ZONB,Genesee,NYIS,New York Independent System Operator,1225,megawatthours
2024-12-31T23,ZONC,Central,NYIS,New York Independent System Operator,1851,megawatthours
2024-12-31T23,ZOND,North,NYIS,New York Independent System Operator,635,megawatthours
2024-12-31T23,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,1036,megawatthours
2024-12-31T23,ZONF,Capital,NYIS,New York Independent System Operator,1527,megawatthours
2024-12-31T23,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1225,megawatthours
2024-12-31T23,ZONH,Millwood,NYIS,New York Independent System Operator,347,megawatthours
2024-12-31T23,ZONI,Dunwoodie,NYIS,New York Independent System Operator,723,megawatthours
2024-12-31T23,ZONJ,New York City,NYIS,New York Independent System Operator,5888,megawatthours
2024-12-31T23,ZONK,Long Island,NYIS,New York Independent System Operator,2513,megawatthours
2024-12-31T22,ZONA,West,NYIS,New York Independent System Operator,1852,megawatthours
2024-12-31T22,ZONB,Genesee,NYIS,New York Independent System Operator,1187,megawatthours
2024-12-31T22,ZONC,Central,NYIS,New York Independent System Operator,1790,megawatthours
2024-12-31T22,ZOND,North,NYIS,New York Independent System Operator,635,megawatthours
2024-12-31T22,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,993,megawatthours
2024-12-31T22,ZONF,Capital,NYIS,New York Independent System Operator,1478,megawatthours
2024-12-31T22,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1157,megawatthours
2024-12-31T22,ZONH,Millwood,NYIS,New York Independent System Operator,316,megawatthours
2024-12-31T22,ZONI,Dunwoodie,NYIS,New York Independent System Operator,687,megawatthours
2024-12-31T22,ZONJ,New York City,NYIS,New York Independent System Operator,5752,megawatthours
2024-12-31T22,ZONK,Long Island,NYIS,New York Independent System Operator,2328,megawatthours
