period,subba,subba-name,parent,parent-name,value,value-units
2024-03-23T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1974,megawatthours
2024-03-23T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1237,megawatthours
2024-03-23T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2010,megawatthours
2024-03-23T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,730,megawatthours
2024-03-23T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1020,megawatthours
2024-03-23T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1442,megawatthours
2024-03-23T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1193,megawatthours
2024-03-23T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,354,megawatthours
2024-03-23T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,681,megawatthours
2024-03-23T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5856,megawatthours
2024-03-23T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2414,megawatthours
2024-03-22T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1976,megawatthours
2024-03-22T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1221,megawatthours
2024-03-22T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2021,megawatthours
2024-03-22T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,718,megawatthours
2024-03-22T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1007,megawatthours
2024-03-22T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1431,megawatthours
2024-03-22T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1171,megawatthours
2024-03-22T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,361,megawatthours
2024-03-22T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,672,megawatthours
2024-03-22T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5945,megawatthours
2024-03-22T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2389,megawatthours
2024-03-22T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1982,megawatthours
2024-03-22T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1225,megawatthours
2024-03-22T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1946,megawatthours
2024-03-22T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,711,megawatthours
2024-03-22T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,982,megawatthours
2024-03-22T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1409,megawatthours
2024-03-22T22,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1138,megawatthours
2024-03-22T22,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,356,megawatthours
2024-03-22T22,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,660,megawatthours
2024-03-22T22,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,6005,megawatthours
2024-03-22T22,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2323,megawatthours
2024-03-22T21,ZONA,West - NYIS,NYIS,New York Independent System Operator,1984,megawatthours
