period,subba,subba-name,parent,parent-name,value,value-units
2022-10-16T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1587,megawatthours
2022-10-16T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1053,megawatthours
2022-10-16T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1609,megawatthours
2022-10-16T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,627,megawatthours
2022-10-16T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,765,megawatthours
2022-10-16T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1310,megawatthours
2022-10-16T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,993,megawatthours
2022-10-16T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,302,megawatthours
2022-10-16T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,590,megawatthours
2022-10-16T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5015,megawatthours
2022-10-16T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2062,megawatthours
2022-10-15T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1550,megawatthours
2022-10-15T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1033,megawatthours
2022-10-15T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1551,megawatthours
2022-10-15T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,633,megawatthours
2022-10-15T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,757,megawatthours
2022-10-15T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1309,megawatthours
2022-10-15T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,978,megawatthours
2022-10-15T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,294,megawatthours
2022-10-15T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,582,megawatthours
2022-10-15T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,4990,megawatthours
2022-10-15T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2050,megawatthours
2022-10-15T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1495,megawatthours
2022-10-15T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,962,megawatthours
2022-10-15T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1448,megawatthours
2022-10-15T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,618,megawatthours
2022-10-15T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,706,megawatthours
2022-10-15T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1258,megawatthours
2022-10-15T22,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,903,megawatthours
