period,subba,subba-name,parent,parent-name,value,value-units
2024-06-04T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,2059,megawatthours
2024-06-04T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1286,megawatthours
2024-06-04T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1998,megawatthours
2024-06-04T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,682,megawatthours
2024-06-04T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,942,megawatthours
2024-06-04T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1772,megawatthours
2024-06-04T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1555,megawatthours
2024-06-04T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,447,megawatthours
2024-06-04T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,957,megawatthours
2024-06-04T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,7327,megawatthours
2024-06-04T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,3461,megawatthours
2024-06-03T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,2081,megawatthours
2024-06-03T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1230,megawatthours
2024-06-03T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1938,megawatthours
2024-06-03T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,675,megawatthours
2024-06-03T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,896,megawatthours
2024-06-03T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1742,megawatthours
2024-06-03T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1577,megawatthours
2024-06-03T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,473,megawatthours
2024-06-03T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,988,megawatthours
2024-06-03T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,7590,megawatthours
2024-06-03T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,3613,megawatthours
2024-06-03T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,2062,megawatthours
2024-06-03T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1176,megawatthours
2024-06-03T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1840,megawatthours
