period,subba,subba-name,parent,parent-name,value,value-units
2023-06-19T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1712,megawatthours
2023-06-19T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1070,megawatthours
2023-06-19T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1707,megawatthours
2023-06-19T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,604,megawatthours
2023-06-19T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,736,megawatthours
2023-06-19T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1301,megawatthours
2023-06-19T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1163,megawatthours
2023-06-19T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,351,megawatthours
2023-06-19T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,686,megawatthours
2023-06-19T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5654,megawatthours
2023-06-19T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2747,megawatthours
2023-06-18T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1706,megawatthours
2023-06-18T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1036,megawatthours
2023-06-18T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1637,megawatthours
2023-06-18T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,606,megawatthours
2023-06-18T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,691,megawatthours
2023-06-18T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1284,megawatthours
2023-06-18T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1143,megawatthours
2023-06-18T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,358,megawatthours
2023-06-18T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,695,megawatthours
2023-06-18T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5731,megawatthours
2023-06-18T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2831,megawatthours
2023-06-18T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1681,megawatthours
2023-06-18T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,978,megawatthours
2023-06-18T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1543,megawatthours
2023-06-18T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,602,megawatthours
2023-06-18T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,651,megawatthours
2023-06-18T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1243,megawatthours
