period,subba,subba-name,parent,parent-name,value,value-units
2023-12-31T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1858,megawatthours
2023-12-31T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1206,megawatthours
2023-12-31T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1947,megawatthours
2023-12-31T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,720,megawatthours
2023-12-31T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,983,megawatthours
2023-12-31T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1443,megawatthours
2023-12-31T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1216,megawatthours
2023-12-31T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,363,megawatthours
2023-12-31T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,666,megawatthours
2023-12-31T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5447,megawatthours
2023-12-31T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2471,megawatthours
2023-12-30T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1864,megawatthours
2023-12-30T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1216,megawatthours
2023-12-30T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1937,megawatthours
2023-12-30T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,725,megawatthours
2023-12-30T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,989,megawatthours
2023-12-30T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1448,megawatthours
2023-12-30T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1214,megawatthours
2023-12-30T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,361,megawatthours
2023-12-30T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,661,megawatthours
2023-12-30T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5439,megawatthours
2023-12-30T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2477,megawatthours
2023-12-30T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1805,megawatthours
2023-12-30T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1180,megawatthours
2023-12-30T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1851,megawatthours
2023-12-30T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,723,megawatthours
2023-12-30T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,953,megawatthours
2023-12-30T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1398,megawatthours
2023-12-30T22,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1132,megawatthours
2023-12-30T22,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,338,megawatthours
2023-12-30T22,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,629,megawatthours
2023-12-30T22,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5319,megawatthours
2023-12-30T22,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2340,megawatthours
2023-12-30T21,ZONA,West - NYIS,NYIS,New York Independent System Operator,1748,megawatthours
2023-12-30T21,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1129,megawatthours
2023-12-30T21,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1767,megawatthours
2023-12-30T21,ZOND,North - NYIS,NYIS,New York Independent System Operator,709,megawatthours
2023-12-30T21,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,903,megawatthours
2023-12-30T21,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1312,megawatthours
2023-12-30T21,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1051,megawatthours
2023-12-30T21,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,326,megawatthours
