period,subba,subba-name,parent,parent-name,value,value-units
2023-08-22T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,2018,megawatthours
2023-08-22T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1224,megawatthours
2023-08-22T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2021,megawatthours
2023-08-22T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,652,megawatthours
2023-08-22T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,932,megawatthours
2023-08-22T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1646,megawatthours
2023-08-22T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1709,megawatthours
2023-08-22T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,486,megawatthours
2023-08-22T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,966,megawatthours
2023-08-22T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,8187,megawatthours
2023-08-22T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4153,megawatthours
2023-08-21T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,2112,megawatthours
2023-08-21T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1239,megawatthours
2023-08-21T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2042,megawatthours
2023-08-21T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,645,megawatthours
2023-08-21T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,916,megawatthours
2023-08-21T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1687,megawatthours
2023-08-21T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1758,megawatthours
2023-08-21T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,505,megawatthours
2023-08-21T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,1004,megawatthours
2023-08-21T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,8419,megawatthours
2023-08-21T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4335,megawatthours
2023-08-21T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,2093,megawatthours
2023-08-21T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1209,megawatthours
2023-08-21T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1997,megawatthours
2023-08-21T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,651,megawatthours
2023-08-21T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,873,megawatthours
2023-08-21T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1704,megawatthours
2023-08-21T22,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1744,megawatthours
2023-08-21T22,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,510,megawatthours
2023-08-21T22,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,1025,megawatthours
2023-08-21T22,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,8688,megawatthours
2023-08-21T22,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4418,megawatthours
2023-08-21T21,ZONA,West - NYIS,NYIS,New York Independent System Operator,2120,megawatthours
2023-08-21T21,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1182,megawatthours
2023-08-21T21,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1950,megawatthours
2023-08-21T21,ZOND,North - NYIS,NYIS,New York Independent System Operator,640,megawatthours
2023-08-21T21,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,830,megawatthours
2023-08-21T21,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1684,megawatthours
2023-08-21T21,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1665,megawatthours
2023-08-21T21,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,497,megawatthours
2023-08-21T21,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,1010,megawatthours
2023-08-21T21,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,8711,megawatthours
2023-08-21T21,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4354,megawatthours
2023-08-21T20,ZONA,West - NYIS,NYIS,New York Independent System Operator,2143,megawatthours
2023-08-21T20,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1161,megawatthours
2023-08-21T20,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1928,megawatthours
2023-08-21T20,ZOND,North - NYIS,NYIS,New York Independent System Operator,628,megawatthours
2023-08-21T20,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,793,megawatthours
2023-08-21T20,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1660,megawatthours
2023-08-21T20,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1570,megawatthours
2023-08-21T20,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,478,megawatthours
2023-08-21T20,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,980,megawatthours
2023-08-21T20,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,8660,megawatthours
2023-08-21T20,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4233,megawatthours
2023-08-21T19,ZONA,West - NYIS,NYIS,New York Independent System Operator,2151,megawatthours
2023-08-21T19,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1161,megawatthours
2023-08-21T19,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1926,megawatthours
2023-08-21T19,ZOND,North - NYIS,NYIS,New York Independent System Operator,630,megawatthours
