period,subba,subba-name,parent,parent-name,value,value-units
2024-12-08T00,ZONA,West,NYIS,New York Independent System Operator,2025,megawatthours
2024-12-08T00,ZONB,Genesee,NYIS,New York Independent System Operator,1277,megawatthours
2024-12-08T00,ZONC,Central,NYIS,New York Independent System Operator,2013,megawatthours
2024-12-08T00,ZOND,North,NYIS,New York Independent System Operator,741,megawatthours
2024-12-08T00,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,1093,megawatthours
2024-12-08T00,ZONF,Capital,NYIS,New York Independent System Operator,1663,megawatthours
2024-12-08T00,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1317,megawatthours
2024-12-08T00,ZONH,Millwood,NYIS,New York Independent System Operator,389,megawatthours
2024-12-08T00,ZONI,Dunwoodie,NYIS,New York Independent System Operator,758,megawatthours
2024-12-08T00,ZONJ,New York City,NYIS,New York Independent System Operator,5944,megawatthours
2024-12-08T00,ZONK,Long Island,NYIS,New York Independent System Operator,2576,megawatthours
2024-12-07T23,ZONA,West,NYIS,New York Independent System Operator,2039,megawatthours
2024-12-07T23,ZONB,Genesee,NYIS,New York Independent System Operator,1287,megawatthours
2024-12-07T23,ZONC,Central,NYIS,New York Independent System Operator,2021,megawatthours
2024-12-07T23,ZOND,North,NYIS,New York Independent System Operator,740,megawatthours
2024-12-07T23,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,1102,megawatthours
2024-12-07T23,ZONF,Capital,NYIS,New York Independent System Operator,1678,megawatthours
2024-12-07T23,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1331,megawatthours
2024-12-07T23,ZONH,Millwood,NYIS,New York Independent System Operator,385,megawatthours
2024-12-07T23,ZONI,Dunwoodie,NYIS,New York Independent System Operator,770,megawatthours
2024-12-07T23,ZONJ,New York City,NYIS,New York Independent System Operator,5972,megawatthours
2024-12-07T23,ZONK,Long Island,NYIS,New York Independent System Operator,2591,megawatthours
2024-12-07T22,ZONA,West,NYIS,New York Independent System Operator,1981,megawatthours
2024-12-07T22,ZONB,Genesee,NYIS,New York Independent System Operator,1248,megawatthours
2024-12-07T22,ZONC,Central,NYIS,New York Independent System Operator,1997,megawatthours
2024-12-07T22,ZOND,North,NYIS,New York Independent System Operator,736,megawatthours
2024-12-07T22,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,1077,megawatthours
2024-12-07T22,ZONF,Capital,NYIS,New York Independent System Operator,1639,megawatthours
2024-12-07T22,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1276,megawatthours
2024-12-07T22,ZONH,Millwood,NYIS,New York Independent System Operator,352,megawatthours
