period,subba,subba-name,parent,parent-name,value,value-units
2024-08-01T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,2529,megawatthours
2024-08-01T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1747,megawatthours
2024-08-01T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2411,megawatthours
2024-08-01T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,685,megawatthours
2024-08-01T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1170,megawatthours
2024-08-01T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1966,megawatthours
2024-08-01T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1777,megawatthours
2024-08-01T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,514,megawatthours
2024-08-01T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,1123,megawatthours
2024-08-01T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,9026,megawatthours
2024-08-01T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4239,megawatthours
2024-07-31T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,2550,megawatthours
2024-07-31T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1725,megawatthours
2024-07-31T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2375,megawatthours
2024-07-31T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,680,megawatthours
2024-07-31T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1134,megawatthours
2024-07-31T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1940,megawatthours
2024-07-31T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1859,megawatthours
2024-07-31T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,529,megawatthours
2024-07-31T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,1149,megawatthours
2024-07-31T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,9234,megawatthours
2024-07-31T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4385,megawatthours
2024-07-31T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,2535,megawatthours
2024-07-31T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1686,megawatthours
2024-07-31T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2257,megawatthours
2024-07-31T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,679,megawatthours
2024-07-31T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1080,megawatthours
2024-07-31T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1938,megawatthours
2024-07-31T22,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1816,megawatthours
2024-07-31T22,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,530,megawatthours
2024-07-31T22,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,1154,megawatthours
2024-07-31T22,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,9424,megawatthours
2024-07-31T22,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,4448,megawatthours
