period,subba,subba-name,parent,parent-name,value,value-units
2024-01-17T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1975,megawatthours
2024-01-17T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1429,megawatthours
2024-01-17T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2346,megawatthours
2024-01-17T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,628,megawatthours
2024-01-17T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1227,megawatthours
2024-01-17T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1744,megawatthours
2024-01-17T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1489,megawatthours
2024-01-17T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,473,megawatthours
2024-01-17T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,832,megawatthours
2024-01-17T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,6859,megawatthours
2024-01-17T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2909,megawatthours
2024-01-16T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1957,megawatthours
2024-01-16T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1428,megawatthours
2024-01-16T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2336,megawatthours
2024-01-16T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,627,megawatthours
2024-01-16T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1221,megawatthours
2024-01-16T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1751,megawatthours
2024-01-16T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1498,megawatthours
2024-01-16T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,468,megawatthours
2024-01-16T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,831,megawatthours
2024-01-16T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,6960,megawatthours
2024-01-16T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2914,megawatthours
2024-01-16T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1893,megawatthours
2024-01-16T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1348,megawatthours
2024-01-16T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2217,megawatthours
2024-01-16T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,629,megawatthours
2024-01-16T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1171,megawatthours
2024-01-16T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1674,megawatthours
2024-01-16T22,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1439,megawatthours
2024-01-16T22,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,440,megawatthours
2024-01-16T22,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,795,megawatthours
2024-01-16T22,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,6900,megawatthours
2024-01-16T22,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2781,megawatthours
2024-01-16T21,ZONA,West - NYIS,NYIS,New York Independent System Operator,1862,megawatthours
2024-01-16T21,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1292,megawatthours
2024-01-16T21,ZONC,Central - NYIS,NYIS,New York Independent System Operator,2212,megawatthours
2024-01-16T21,ZOND,North - NYIS,NYIS,New York Independent System Operator,624,megawatthours
2024-01-16T21,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1149,megawatthours
2024-01-16T21,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1653,megawatthours
2024-01-16T21,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1418,megawatthours
2024-01-16T21,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,432,megawatthours
2024-01-16T21,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,790,megawatthours
2024-01-16T21,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,6866,megawatthours
2024-01-16T21,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2696,megawatthours
