period,subba,subba-name,parent,parent-name,value,value-units
2022-11-20T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1825,megawatthours
2022-11-20T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1227,megawatthours
2022-11-20T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1964,megawatthours
2022-11-20T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,743,megawatthours
2022-11-20T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1013,megawatthours
2022-11-20T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1507,megawatthours
2022-11-20T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1218,megawatthours
2022-11-20T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,399,megawatthours
2022-11-20T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,693,megawatthours
2022-11-20T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5576,megawatthours
2022-11-20T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2437,megawatthours
2022-11-19T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1827,megawatthours
2022-11-19T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1244,megawatthours
2022-11-19T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1988,megawatthours
2022-11-19T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,737,megawatthours
2022-11-19T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,1028,megawatthours
2022-11-19T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1524,megawatthours
2022-11-19T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1225,megawatthours
2022-11-19T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,398,megawatthours
2022-11-19T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,693,megawatthours
2022-11-19T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5587,megawatthours
2022-11-19T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2445,megawatthours
2022-11-19T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1726,megawatthours
2022-11-19T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1201,megawatthours
2022-11-19T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1903,megawatthours
2022-11-19T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,723,megawatthours
2022-11-19T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,978,megawatthours
2022-11-19T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1473,megawatthours
2022-11-19T22,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1151,megawatthours
2022-11-19T22,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,367,megawatthours
2022-11-19T22,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,652,megawatthours
2022-11-19T22,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5428,megawatthours
2022-11-19T22,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2293,megawatthours
2022-11-19T21,ZONA,West - NYIS,NYIS,New York Independent System Operator,1688,megawatthours
2022-11-19T21,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1128,megawatthours
2022-11-19T21,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1795,megawatthours
2022-11-19T21,ZOND,North - NYIS,NYIS,New York Independent System Operator,714,megawatthours
2022-11-19T21,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,911,megawatthours
2022-11-19T21,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1392,megawatthours
2022-11-19T21,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1034,megawatthours
2022-11-19T21,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,342,megawatthours
2022-11-19T21,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,617,megawatthours
2022-11-19T21,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5309,megawatthours
2022-11-19T21,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2095,megawatthours
