period,subba,subba-name,parent,parent-name,value,value-units
2024-03-31T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1689,megawatthours
2024-03-31T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1079,megawatthours
2024-03-31T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1641,megawatthours
2024-03-31T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,668,megawatthours
2024-03-31T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,837,megawatthours
2024-03-31T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1203,megawatthours
2024-03-31T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1025,megawatthours
2024-03-31T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,296,megawatthours
2024-03-31T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,569,megawatthours
2024-03-31T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5047,megawatthours
2024-03-31T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2084,megawatthours
2024-03-30T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1668,megawatthours
2024-03-30T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1039,megawatthours
2024-03-30T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1590,megawatthours
2024-03-30T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,668,megawatthours
2024-03-30T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,768,megawatthours
2024-03-30T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1143,megawatthours
2024-03-30T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,974,megawatthours
2024-03-30T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,284,megawatthours
2024-03-30T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,551,megawatthours
2024-03-30T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,4980,megawatthours
2024-03-30T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1980,megawatthours
2024-03-30T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1651,megawatthours
2024-03-30T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,998,megawatthours
2024-03-30T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1508,megawatthours
2024-03-30T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,647,megawatthours
2024-03-30T22,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,651,megawatthours
2024-03-30T22,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1009,megawatthours
2024-03-30T22,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,888,megawatthours
2024-03-30T22,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,273,megawatthours
2024-03-30T22,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,539,megawatthours
2024-03-30T22,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,4892,megawatthours
2024-03-30T22,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1830,megawatthours
2024-03-30T21,ZONA,West - NYIS,NYIS,New York Independent System Operator,1607,megawatthours
2024-03-30T21,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,920,megawatthours
2024-03-30T21,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1369,megawatthours
2024-03-30T21,ZOND,North - NYIS,NYIS,New York Independent System Operator,623,megawatthours
2024-03-30T21,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,530,megawatthours
2024-03-30T21,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,837,megawatthours
2024-03-30T21,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,766,megawatthours
2024-03-30T21,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,260,megawatthours
2024-03-30T21,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,508,megawatthours
2024-03-30T21,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,4798,megawatthours
2024-03-30T21,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1626,megawatthours
2024-03-30T20,ZONA,West - NYIS,NYIS,New York Independent System Operator,1548,megawatthours
2024-03-30T20,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,806,megawatthours
2024-03-30T20,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1213,megawatthours
2024-03-30T20,ZOND,North - NYIS,NYIS,New York Independent System Operator,624,megawatthours
2024-03-30T20,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,470,megawatthours
2024-03-30T20,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,754,megawatthours
2024-03-30T20,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,631,megawatthours
2024-03-30T20,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,244,megawatthours
2024-03-30T20,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,497,megawatthours
2024-03-30T20,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,4760,megawatthours
2024-03-30T20,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1493,megawatthours
2024-03-30T19,ZONA,West - NYIS,NYIS,New York Independent System Operator,1479,megawatthours
2024-03-30T19,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,721,megawatthours
2024-03-30T19,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1129,megawatthours
2024-03-30T19,ZOND,North - NYIS,NYIS,New York Independent System Operator,638,megawatthours
2024-03-30T19,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,462,megawatthours
2024-03-30T19,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,751,megawatthours
2024-03-30T19,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,564,megawatthours
2024-03-30T19,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,237,megawatthours
2024-03-30T19,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,488,megawatthours
2024-03-30T19,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,4772,megawatthours
2024-03-30T19,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1384,megawatthours
2024-03-30T18,ZONA,West - NYIS,NYIS,New York Independent System Operator,1452,megawatthours
2024-03-30T18,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,708,megawatthours
2024-03-30T18,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1113,megawatthours
2024-03-30T18,ZOND,North - NYIS,NYIS,New York Independent System Operator,650,megawatthours
2024-03-30T18,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,479,megawatthours
2024-03-30T18,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,774,megawatthours
2024-03-30T18,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,549,megawatthours
2024-03-30T18,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,240,megawatthours
2024-03-30T18,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,479,megawatthours
2024-03-30T18,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,4791,megawatthours
2024-03-30T18,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1345,megawatthours
2024-03-30T17,ZONA,West - NYIS,NYIS,New York Independent System Operator,1449,megawatthours
2024-03-30T17,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,718,megawatthours
2024-03-30T17,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1151,megawatthours
2024-03-30T17,ZOND,North - NYIS,NYIS,New York Independent System Operator,658,megawatthours
2024-03-30T17,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,505,megawatthours
2024-03-30T17,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,809,megawatthours
2024-03-30T17,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,569,megawatthours
2024-03-30T17,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,252,megawatthours
2024-03-30T17,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,491,megawatthours
2024-03-30T17,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,4839,megawatthours
2024-03-30T17,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1384,megawatthours
2024-03-30T16,ZONA,West - NYIS,NYIS,New York Independent System Operator,1495,megawatthours
2024-03-30T16,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,746,megawatthours
2024-03-30T16,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1206,megawatthours
2024-03-30T16,ZOND,North - NYIS,NYIS,New York Independent System Operator,671,megawatthours
2024-03-30T16,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,552,megawatthours
2024-03-30T16,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,890,megawatthours
2024-03-30T16,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,601,megawatthours
2024-03-30T16,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,258,megawatthours
2024-03-30T16,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,501,megawatthours
2024-03-30T16,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,4863,megawatthours
