period,subba,subba-name,parent,parent-name,value,value-units
2024-02-27T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1913,megawatthours
2024-02-27T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1187,megawatthours
2024-02-27T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1934,megawatthours
2024-02-27T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,715,megawatthours
2024-02-27T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,993,megawatthours
2024-02-27T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1458,megawatthours
2024-02-27T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1206,megawatthours
2024-02-27T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,355,megawatthours
2024-02-27T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,694,megawatthours
2024-02-27T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5991,megawatthours
2024-02-27T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2494,megawatthours
2024-02-26T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1839,megawatthours
2024-02-26T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1119,megawatthours
2024-02-26T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1859,megawatthours
2024-02-26T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,700,megawatthours
2024-02-26T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,941,megawatthours
2024-02-26T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1405,megawatthours
2024-02-26T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1138,megawatthours
2024-02-26T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,328,megawatthours
2024-02-26T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,668,megawatthours
2024-02-26T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5984,megawatthours
2024-02-26T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2362,megawatthours
2024-02-26T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1757,megawatthours
2024-02-26T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,977,megawatthours
2024-02-26T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1695,megawatthours
2024-02-26T22,ZOND,North - NYIS,NYIS,New York Independent System Operator,674,megawatthours
