period,subba,subba-name,parent,parent-name,value,value-units
2023-08-01T00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1845,megawatthours
2023-08-01T00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1262,megawatthours
2023-08-01T00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1888,megawatthours
2023-08-01T00,ZOND,North - NYIS,NYIS,New York Independent System Operator,636,megawatthours
2023-08-01T00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,876,megawatthours
2023-08-01T00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1488,megawatthours
2023-08-01T00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1416,megawatthours
2023-08-01T00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,401,megawatthours
2023-08-01T00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,840,megawatthours
2023-08-01T00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,7297,megawatthours
2023-08-01T00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,3516,megawatthours
2023-07-31T23,ZONA,West - NYIS,NYIS,New York Independent System Operator,1877,megawatthours
2023-07-31T23,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1234,megawatthours
2023-07-31T23,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1826,megawatthours
2023-07-31T23,ZOND,North - NYIS,NYIS,New York Independent System Operator,651,megawatthours
2023-07-31T23,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,842,megawatthours
2023-07-31T23,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1484,megawatthours
2023-07-31T23,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1447,megawatthours
2023-07-31T23,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,418,megawatthours
2023-07-31T23,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,876,megawatthours
2023-07-31T23,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,7513,megawatthours
2023-07-31T23,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,3692,megawatthours
2023-07-31T22,ZONA,West - NYIS,NYIS,New York Independent System Operator,1881,megawatthours
2023-07-31T22,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1199,megawatthours
2023-07-31T22,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1807,megawatthours
